status;decimalLongitude;decimalLatitude;wc2.1_30s_bio_1;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9
N;105,720337;20,23895;23,19166756;28,26666641;17,23333359;1785;410;14;90,38047791;1003;66;828;66;6,449999809;34,30850983;456,0245056;32;13,19999981;18,79999924;27,61666679;17,23333359
N;105,765381;10,582659;27,57500076;28,78333282;26,23333359;1416;251;2;74,61245728;652;24;381;51;7,166666985;61,78160095;103,0335541;33,40000153;21,79999924;11,60000229;27,68333435;26,89999962
N;105,804367;21,304413;23,11666679;28,33333397;16,78333282;1718;335;17;84,8600769;928;70;928;70;6,600000381;34,02062225;480,2571716;32;12,60000038;19,39999962;28,33333397;16,78333282
N;105,850443;19,95616;23,92916679;29,06666565;18,01666641;1718;391;24;82,72085571;917;89;717;89;6,024999619;32,92349625;456,4460449;32,79999924;14,5;18,29999924;28,36666679;18,01666641
N;105,8521883;21,03200833;23,76250076;28,93333435;17,56666756;1642;305;18;80,03993225;827;66;826;66;6,375;33,90957642;472,493988;32,5;13,69999981;18,79999924;28,45000076;17,56666756
N;105,86577;20,275896;23,80833244;28,96666718;17,79999924;1787;415;16;89,17478943;993;74;809;74;6,083333492;32,88288498;461,2967529;32,59999847;14,10000038;18,49999809;28,31666756;17,79999924
N;105,9176683;14,01014;27,17499924;29;25,06666565;1846;400;2;92,61499786;1011;24;304;59;8,550000191;57,77026749;155,2783508;34,20000076;19,39999962;14,80000114;27,46666718;25,35000038
N;105,986383;10,712727;27,55416679;28,80000114;26,20000076;1442;258;3;73,68596649;649;31;409;57;7,041666985;60,18518448;102,7454758;33,70000076;22;11,70000076;27,64999962;26,75
N;106,0287512;12,4896877;27,07916641;28,71666718;25,23333359;1790;317;8;80,75821686;880;41;366;96;8,075000763;58,09352112;138,5223846;33,90000153;20;13,90000153;27,31666565;25,39999962
N;106,1892725;-6,178116279;26,17083359;26,53333282;25,61666679;2008;330;82;45,67296982;798;253;408;798;7,841666698;80,84191895;40,58987045;31,20000076;21,5;9,700000763;25,61666679;26,14999962
N;106,6006799;-6,031964056;26,57500076;27,01666641;25,88333321;1703;332;49;63,82982635;808;180;301;808;6,733333111;81,12450409;48,45335388;30,89999962;22,60000038;8,299999237;25,88333321;26,70000076
N;106,6199772;-6,2621561;26,79999924;27,13333321;26,20000076;2295;344;90;40,25576782;857;301;392;833;8,216666222;82,16667938;43,27502823;32,09999847;22,10000038;9,999998093;26,25;26,83333397
N;106,6286257;10,72424347;27,75;29;26,61666679;1791;289;3;82,57454681;809;20;262;158;7,916666508;65,97221375;96,34221649;33,90000153;21,89999962;12,00000191;27,73333359;27,35000038
N;106,6403235;-6,170171658;27,33749962;27,64999962;26,81666756;2060;350;76;47,84813309;841;255;432;837;8,708333015;84,54691315;38,14593506;32,70000076;22,39999962;10,30000114;26,85000038;27,41666603
N;106,701166;-6,535591472;25,67916679;26,10000038;25,18333435;3439;375;177;24,87963295;1062;569;855;1046;7,308333397;83,04923248;37,62604904;30,10000038;21,29999924;8,800001144;25,26666641;25,66666603
N;106,7112934;-6,283517985;27;27,35000038;26,41666603;2364;360;83;42,16161346;895;297;541;877;8,300000191;83,83837128;42,10376358;32,20000076;22,29999924;9,900001526;26,46666718;27,03333282
N;106,7196153;22,85150597;21,47500038;27,29999924;14,1833334;1482;277;24;83,01966095;821;87;821;93;7,333333015;34,42879486;539,1934204;31;9,699999809;21,29999924;27,29999924;15,51666641
N;106,7215787;10,7340344;27,58749962;28,80000114;26,43333435;1847;302;3;83,20775604;852;22;549;156;7,574999809;67,03540039;96,10896301;33,29999924;22;11,29999924;27,64999962;27,10000038
N;106,780375;-6,96051;24,04583359;24,41666603;23,64999962;3096;394;103;42,38767624;1155;355;666;1060;7,391666412;79,48027802;33,74087143;28,70000076;19,39999962;9,300001144;23,76666641;23,96666718
N;106,79915;10,878179;27,45416641;28,63333321;26,31666565;2030;346;6;82,24817657;967;34;304;161;8,025000572;69,1810379;93,94047546;33,20000076;21,60000038;11,60000038;27,5;27,03333282
N;106,8497347;-6,5460243;25,82500076;26,18333435;25,41666794;3396;365;186;24,58332443;1040;568;834;1031;7,849999428;82,63157654;33,94512558;30,60000038;21,10000038;9,5;25,41666794;25,76666641
N;106,850288;-6,418542;26,47083282;26,79999924;25,96666718;2927;357;120;32,58913422;982;420;715;966;8,108333588;83,59105682;38,52142715;31,5;21,79999924;9,700000763;25,96666718;26,46666718
N;106,8887601;12,11314138;25,74166679;27,18333435;24,05000114;2248;391;6;81,5459137;1114;43;680;143;7,949999809;61,15384293;128,3785553;32,20000076;19,20000076;13;26,14999962;24,98333359
N;106,987683;20,794346;23,04999924;28,01666641;17,01666641;1743;397;11;102,068161;1126;58;966;58;5,599999905;32,18390656;459,5254517;31;13,60000038;17,39999962;27,64999962;17,01666641
N;107,0007986;-6,206063834;27,32916641;27,66666794;26,73333359;1985;369;65;57,46615219;884;198;357;877;8,324999809;84,09091187;43,61289978;32,5;22,60000038;9,899999619;26,73333359;27,46666718
N;107,0146596;-6,317320311;26,63750076;27,10000038;25,91666603;2193;344;79;46,99511719;869;246;451;869;7,924999714;80,86734772;52,70523071;31,89999962;22,10000038;9,799999237;25,91666603;26,81666565
N;107,038834;-6,725416161;17,5;17,76666641;17,13333321;3108;369;132;33,03420639;1025;431;736;998;8,016666412;80,9764328;33,77735138;22,39999962;12,5;9,899999619;17,31666565;17,38333321
N;107,050221;20,723604;23,19166565;28,18333435;17,23333359;1796;402;12;103,4091339;1175;59;994;59;5,199999809;30,76922798;457,1146545;31,10000038;14,19999981;16,90000153;27,81666565;17,23333359
N;107,1563614;12,08740365;24,24583244;25,61666679;22,60000038;2267;383;6;79,0022583;1110;47;681;47;8,141666412;62,62820435;120,2924194;30,70000076;17,70000076;13;24,63333321;22,60000038
N;107,1914802;-6,653685029;22,51666641;22,86666679;22;2354;285;92;38,2628212;796;282;594;773;7,266666412;78,13620758;40,97300339;27,29999924;18;9,299999237;22,25;22,46666718
N;107,3853151;-6,309050555;26,64166641;27,10000038;25,89999962;1686;292;28;60,35720825;755;132;182;748;7,766666889;77,66667175;55,54825974;32;22;10;25,96666718;26,81666565
N;107,4886111;-6,84;21,82083321;22,10000038;21,46666718;2208;279;65;45,17138672;792;221;520;727;8,458333015;78,31790161;34,67108536;27,29999924;16,5;10,79999924;21,64999962;21,63333321
N;107,6075971;16,45640639;25,74583244;29,46666718;21,36666679;2607;590;51;90,59262848;1539;207;289;537;7,125000477;44,25465393;331,2199402;33,90000153;17,79999924;16,10000229;25,78333282;24,01666641
N;107,6511688;-6,904445139;22,96249962;23,21666718;22,58333397;2260;287;59;48,25865173;830;214;732;215;9,458333015;82,24637604;34,05376053;28,60000038;17,10000038;11,5;22,98333359;22,64999962
N;107,653944;-6,994899;22,83749962;23,20000076;22,46666718;2212;291;55;50,55286407;813;194;524;200;8,458333015;80,55555725;36,25197601;27,79999924;17,29999924;10,5;22,83333397;22,48333359
N;107,7649114;-6,9672737;22,77499962;23,10000038;22,36666679;2273;306;52;53,20862579;854;186;535;193;8,649999619;79,35780334;40,42391205;28,10000038;17,20000076;10,89999962;22,81666565;22,41666603
N;107,9074478;-6,838641167;23,69166756;24;23,38333321;2461;366;53;58,65135956;1002;188;439;216;8,25;80,88234711;36,42137146;28,70000076;18,5;10,20000076;23,41666603;23,45000076
N;107,978956;14,421606;24,10000038;25,89999962;21,86666679;1916;360;4;86,69784546;1047;30;542;95;8,133333206;60,24691391;166,1871796;30,39999962;16,89999962;13,5;25;21,89999962
N;108,056902;-7,325889;23,35833359;23,89999962;22,56666565;2610;348;63;50,74353409;996;224;807;224;7,833333492;79,93198395;53,71783447;28;18,20000076;9,799999237;23,53333282;22,56666565
N;108,086542;-7,412608;23,85833359;24,39999962;23,06666565;2793;373;75;48,33247757;1064;254;826;269;7,666666985;79,8611145;54,05525589;28,39999962;18,79999924;9,600000381;24,04999924;23,16666603
N;108,1218956;-7,632803034;24,97500038;25,54999924;24,14999962;2954;427;116;36,34757233;1083;397;734;471;7,449999809;80,10753632;56,10460281;29,5;20,20000076;9,299999237;25,10000038;24,28333282
N;108,1449738;22,77311134;21,97916603;28,41666603;14,10000038;1449;240;31;69,39722443;713;115;713;121;7,241666317;31,76169586;590,8216553;32,29999924;9,5;22,79999924;28,41666603;15,73333359
N;108,1621381;-7,185982608;23,45416641;23,93333435;22,76666641;2745;377;54;55,63264847;1066;199;892;199;8,225000381;82,25;48,26338959;28,20000076;18,20000076;10;23,60000038;22,76666641
N;108,182228;12,428358;23,93333244;25,61666679;21,76666641;1472;245;5;71,5425415;670;30;427;50;7,633333206;57,8282814;154,8361664;30,60000038;17,39999962;13,20000076;24,31666756;22,68333244
N;108,1830778;-6,763313889;27,16250038;27,68333244;26,71666718;2614;443;39;69,0738678;1212;150;433;1187;9,158332825;82,50750732;42,59347153;33;21,89999962;11,10000038;26,76666641;27,16666603
N;108,1871853;10,93717425;26,90833282;28,23333359;25,53333282;1158;200;2;83,32633972;546;9;334;29;7,516666412;64,79885101;103,1731339;32,70000076;21,10000038;11,60000038;27;26,03333282
N;108,1997507;-7,285315759;24,64166641;25,14999962;23,79999924;3190;425;91;48,80879211;1215;304;953;304;8,433333397;82,67973328;56,64215469;29,5;19,29999924;10,20000076;24,89999962;23,79999924
N;108,200855;-7,389003;24,87083435;25,39999962;24,03333282;3320;426;99;45,32910156;1250;344;954;354;8,175000191;80,9405899;56,86738586;29,70000076;19,60000038;10,10000038;25,13333321;24,11666679
N;108,240397;-6,836105;26,29166603;26,70000076;25,95000076;2730;449;44;68,0246582;1241;162;443;1227;8,833333015;83,33332825;38,00917816;31,70000076;21,10000038;10,60000038;25,95000076;26,14999962
N;108,26337;23,665512;20,87916756;27,79999924;12,66666698;1753;304;43;67,6835556;851;143;851;201;7,191666603;30,34458733;623,2264404;31,79999924;8,100000381;23,69999886;27,79999924;14,40000057
N;108,2771989;13,98331079;23,3125;25,13333321;21,03333282;1838;348;2;85,53125763;978;26;514;100;8,074999809;57,67856979;168,6460266;30;16;14;24,14999962;21,03333282
N;108,3293686;22,76702881;22,06666756;28,53333282;14,14999962;1403;226;29;68,23030853;676;112;676;118;7,316666603;31,81159401;595,1521606;32,5;9,5;23;28,53333282;15,8166666
N;108,353499;21,769211;22,14166641;28,26666641;14,55000019;2042;410;32;84,49318695;1148;117;1148;117;6,483333111;30,29594994;567,8061523;31,60000038;10,19999981;21,40000153;28,26666641;14,55000019
N;108,3555737;-7,10204449;22,44583321;22,91666603;21,76666641;2783;406;47;59,65692139;1172;192;887;192;7,841666698;80,84191895;47,07144928;27;17,29999924;9,700000763;22,54999924;21,76666641
N;108,371231;-7,328305;25,67916679;26,20000076;24,88333321;3787;464;168;31,12047195;1287;639;1003;642;8,208333015;82,08332825;53,48994446;30,5;20,5;10;25,86666679;24,98333359
N;108,4172192;-6,660194154;27,33333397;27,91666603;26,85000038;2306;433;27;73,73860168;1135;121;314;1122;9,300000191;81,57894897;49,32883072;33,29999924;21,89999962;11,39999962;26,95000076;27,25
N;108,4960447;-6,878433765;24,13750076;24,45000076;23,71666718;2712;458;37;72,53598022;1309;133;873;182;8,741666794;84,05448151;37,96679688;29,20000076;18,79999924;10,40000153;23,96666718;23,78333282
N;108,5342487;-7,370550156;26,57083321;27,08333397;25,79999924;3039;429;103;42,71232986;1162;375;832;376;8,241666794;83,24916077;53,02051163;31,39999962;21,5;9,899999619;26,73333359;25,86666679
N;108,6723022;-7,399521351;26,77499962;27,33333397;25,95000076;2742;357;73;44,06437302;1007;277;766;277;8,166666985;81,66666412;56,50824738;31,70000076;21,70000076;10;26,91666603;25,95000076
N;108,687744;19,090671;25,19583321;29,11666679;20,11666679;1099;214;10;83,22052765;567;38;517;38;7,05833292;41,76528549;372,1098328;32,5;15,60000038;16,89999962;27,48333359;20,11666679
N;108,760008;21,620639;22,20833397;28,28333282;14,64999962;1729;339;28;78,91309357;915;103;915;103;6,433333397;29,92248154;563,869873;31,5;10;21,5;28,28333282;14,64999962
N;109,0846405;25,92375374;17,75;26,45000076;8,116666794;1332;231;35;60,71786499;608;131;527;131;8,150000572;28,90070915;749,0266113;31,5;3,299999952;28,20000076;24,86666679;8,116666794
N;109,1062295;19,37096445;24,52499962;28,55000114;19,26666641;1386;253;12;79,3806839;684;48;635;48;7,449999809;42,09039307;384,5570374;32,40000153;14,69999981;17,70000076;27,96666718;19,26666641
N;109,3563461;-7,318192944;25,79583359;26,31666565;25,08333397;3489;443;97;45,86064911;1280;354;1010;354;9,041666985;83,7191391;50,02080154;31;20,20000076;10,79999924;25,86666679;25,08333397
N;109,442165;18,33996097;25,61249924;28,61666679;21,60000038;1416;286;22;77,95592499;741;74;385;90;6,941666603;47,22222519;290,6428833;32,09999847;17,39999962;14,69999886;27,28333282;22,46666718
N;109,490342;18,200445;25,70416641;28,60000038;21,86666679;1396;297;22;80,14522552;742;73;354;93;6,30833292;45,71256256;278,7427979;31,89999962;18,10000038;13,79999924;27,31666756;22,63333321
N;109,5179118;-7,675991339;26,49583435;27,08333397;25,64999962;2631;359;70;46,59104919;1005;254;687;254;8,691666603;79,01515198;59,21678543;31,70000076;20,70000076;11;26,68333435;25,64999962
N;109,5216696;18,7939567;22,79583359;26,13333321;18,29999924;1528;280;19;76,21772766;769;70;613;70;6,975000381;44,42675018;324,8108521;29,70000076;14;15,70000076;24,71666718;19,29999924
N;109,591867;18,373663;25,29999924;28,35000038;21,20000076;1454;284;23;76,7497406;751;75;415;90;6,733333111;45,80499268;297,0154724;31,79999924;17,10000038;14,69999886;27,01666641;22,10000038
N;110,10021;-7,280541;22,24583244;22,66666603;21,83333397;2814;404;69;52,31208801;1135;255;573;262;9,308333397;81,6520462;41,69467926;27,89999962;16,5;11,39999962;22,04999924;21,95000076
N;110,12662;19,95296;24,26250076;28,58333397;18,64999962;1709;276;21;70,42414856;780;86;769;86;6,724999905;37,56983185;410,2666931;32,5;14,60000038;17,89999962;28,13333321;18,64999962
N;110,15133;22,6281099;22,14166641;28,33333397;14,38333321;1562;248;30;64,62940979;683;117;683;148;7,333333492;32,59259415;579,5171509;32,20000076;9,699999809;22,5;28,33333397;16,03333282
N;110,172205;-7,944316;26,54583359;26,96666718;25,95000076;2044;346;24;67,14176941;927;110;561;110;8,158333778;81,58333588;44,33644104;31,10000038;21,10000038;10;26,61666679;25,95000076
N;110,18075;-7,827635;26,33333397;26,76666641;25,68333244;2165;371;25;68,14228058;997;118;608;118;8,083333969;79,24835968;49,74176025;31;20,79999924;10,20000076;26,38333321;25,68333244
N;110,2255707;20,02991295;24,40416718;28,70000076;18,78333282;1716;276;24;69,53214264;778;92;778;92;6,824999809;38,34270096;410,3183899;32,59999847;14,80000019;17,79999924;28,70000076;18,78333282
N;110,29002;25,27357093;19,54583359;28,16666603;9,933333397;1809;340;47;65,80860901;885;179;669;190;7,408333778;26,84178734;749,6315918;32,90000153;5,300000191;27,60000229;23,38333321;11,9333334
N;110,302786;-7,854968377;26,07083321;26,5;25,41666794;2195;385;25;71,38883209;1043;105;634;134;8,091667175;79,33006287;49,97536469;30,70000076;20,5;10,20000076;26,11666679;25,43333435
N;110,3275351;20,0577151;24,41250038;28,79999924;18,70000076;1708;273;23;69,32927704;778;90;778;90;6,224999905;35,77586365;418,330658;32,59999847;15,19999981;17,39999771;28,79999924;18,70000076
N;110,32823;-7,95502;26,54583359;26,96666718;25,95000076;2026;363;25;70,95877838;961;103;557;133;7,958333492;78,79537964;47,2641716;31,20000076;21,10000038;10,10000038;26,54999924;25,96666718
N;110,3512381;-7,706282331;25,47083282;25,86666679;24,86666679;2408;388;32;67,17842102;1091;120;742;154;8,541666031;80,58175659;46,53729248;30,39999962;19,79999924;10,60000038;25,48333359;24,89999962
N;110,389327;-7,808509;26,8125;27,21666718;26,18333244;2145;394;28;72,74863434;1043;102;617;128;8,925000191;80,40540314;48,57633209;32;20,89999962;11,10000038;26,83333397;26,18333244
N;110,3993167;19,94186111;24,375;28,66666794;18,73333359;1719;271;23;68,64716339;766;94;766;94;6,816666603;37,87036896;408,8426208;32,70000076;14,69999981;18;28,66666794;18,73333359
N;110,4325538;-7,612392394;21,89999962;22,25;21,35000038;3624;540;71;56,98851776;1533;287;1072;359;8,216667175;82,16667175;43,37992477;26,60000038;16,60000038;10;21,89999962;21,36666679
N;110,4430091;-7,720362152;25,56666756;25,91666603;24,98333359;2271;368;34;67,50430298;1040;115;675;148;8,549999237;78,44036865;45,99078369;30,79999924;19,89999962;10,89999962;25,5;25,06666565
N;110,4597019;-7,870509448;24,74583244;25,08333206;24,23333359;2540;404;35;66,65616608;1149;135;476;176;7,958333015;78,0228653;41,53084564;29,60000038;19,39999962;10,20000076;24,68333435;24,31666565
N;110,474648;19,258341;24,83333397;28,68333435;19,75;1735;279;24;71,28435516;787;89;742;92;7,116666794;41,37597275;367,4378662;32,79999924;15,60000038;17,19999886;27,08333206;20,83333397
N;110,5571583;-7,690437273;25,51250076;25,91666603;24,96666718;2114;336;34;65,60005951;959;110;371;150;8,291666031;78,2232666;45,33335495;30,60000038;20;10,60000038;25,41666603;25,06666756
N;110,6287193;-8,013554361;26,16666603;26,70000076;25,78333282;2180;373;30;69,31748199;1017;114;409;143;8,583333969;75,95870972;43,18739319;31,79999924;20,5;11,29999924;25,91666603;25,96666718
N;110,6809165;-7,368947142;25,36249924;26;24,93333435;2303;344;45;57,895401;997;178;436;924;8,441666603;77,44648743;48,10617447;30,89999962;20;10,89999962;24,96666718;25,29999924
N;110,6959608;-7,544526389;26,02499962;26,43333244;25,54999924;2163;333;40;59,26541901;952;153;397;176;8,483333588;79,28348541;42,82629395;31,20000076;20,5;10,70000076;25,85000038;25,66666603
N;110,7182065;-8,12229868;25,15416718;25,55000114;24,73333359;2339;386;31;66,85735321;1068;129;457;165;7,908333302;76,77992249;40,64584732;30,20000076;19,89999962;10,30000114;24,95000076;24,85000038
N;110,7753448;-6,921649917;26,80833244;27,38333321;26,26666641;2241;456;34;74,04737854;1130;124;420;1130;8,516666412;78,13454437;45,81749344;32,40000153;21,5;10,90000153;26,26666641;26,70000076
N;110,913407;-6,505499;25,79999924;26,51666641;25,21666718;2481;554;46;80,76377106;1342;162;314;1289;8,516666412;78,13455963;53,89382935;31,5;20,60000038;10,89999962;25,23333359;25,83333397
N;110,9185562;-7,514695167;26,33333397;26,83333397;25,88333321;2169;344;37;64,41500854;989;137;399;151;8,516666412;79,59500885;45,14287186;31,5;20,79999924;10,70000076;26,05000114;26,06666565
N;111,0091855;-7,43027;26,54583359;27,04999924;26,06666565;2279;366;39;64,18669128;1042;152;442;153;8,708333015;79,16666412;44,33644104;32;21;11;26,35000038;26,21666718
N;111,017718;19,670901;23,49166679;27,28333282;18,45000076;1755;283;23;70,66564941;790;87;774;87;5,916666985;37,68577576;365,020752;30,70000076;15;15,70000076;26,93333435;18,45000076
N;111,017825;-7,651026;24,61249924;25,06666756;24,10000038;2259;361;30;68,1133728;1047;116;409;136;8,308333397;79,12698364;43,69964981;29,70000076;19,20000076;10,5;24,46666718;24,26666641
N;111,1265189;-6,854832862;26,80416679;27,61666679;26,23333359;1936;339;34;63,5826683;895;140;392;845;9,008333206;75,06944275;57,50331879;33,20000076;21,20000076;12;26,25;26,63333321
N;111,1951251;-6,961566311;25,98333359;26,70000076;25,48333359;1956;301;32;58,81596756;835;138;439;795;9;76,2711792;51,4487114;32,20000076;20,39999962;11,80000114;25,5;25,76666641
N;111,2399755;-6,797149278;27,02499962;27,85000038;26,41666603;1736;296;32;61,61569977;787;135;338;745;9,183333397;75,89531708;57,93805695;33,5;21,39999962;12,10000038;26,46666718;27,26666641
N;111,2524788;34,30883832;12,66666698;23,66666603;0,949999988;647;133;6;75,20951843;332;23;301;23;11,75;32,54847717;912,4226685;29,60000038;-6,5;36,09999847;22,31666565;0,949999988
N;111,4173431;-7,684977083;26,31666565;27,04999924;25,83333397;2006;311;19;66,40861511;893;85;353;127;8,883333206;76,58046722;51,31599426;32,29999924;20,70000076;11,59999847;26,01666641;26,14999962
N;111,6929783;29,68757;17,01666641;27,26666641;6,133333206;1191;174;31;49,7411499;479;112;459;112;7,650000095;24,5192318;856,8927002;32,09999847;0,899999976;31,19999886;25,29999924;6,133333206
N;111,7153091;-7,279352167;26,8125;27,60000038;26,35000038;1874;281;27;64,85662079;817;105;331;817;9,208333969;76,10192871;54,40275574;33,20000076;21,10000038;12,10000038;26,35000038;26,88333321
N;112,0018175;-7,6593997;26,47083282;27,08333397;25,89999962;1726;300;12;80,2957077;884;55;437;96;8,758333206;78,90390778;49,5185051;32;20,89999962;11,10000038;26,30000114;26,03333282
N;112,1935264;-7,77736853;25,64583397;26,15000153;25,01666641;1889;350;14;79,61286163;973;67;244;90;9,125;80,04384613;46,73226547;31,20000076;19,79999924;11,40000153;25,63333321;25,23333359
N;112,2006926;-6,886498301;27,13333321;27,85000038;26,56666756;1460;257;10;73,3937149;690;60;208;690;8,516666412;78,85803223;52,62791443;32,79999924;22;10,79999924;26,56666756;27,18333244
N;112,2315091;-7,6120548;26,35416603;26,89999962;25,78333282;1735;342;14;85,93585968;957;58;198;75;9,125;80,04386139;47,2641716;32;20,60000038;11,39999962;26,20000076;25,98333359
N;112,3872147;34,60248947;15,03750038;26,54999924;2,750000238;616;144;8;80,2313385;335;28;305;28;10,375;28,89972305;956,1549683;32,09999847;-3,799999952;35,89999771;24,83333206;2,750000238
N;112,388589;-7,673707;24,06666756;24,71666718;23,48333359;2393;443;27;76,65131378;1209;113;349;129;8,933333397;77,68115997;50,24184799;29,89999962;18,39999962;11,5;23,96666718;23,71666718
N;112,4941632;23,07842083;22,44583321;28,71666718;14,85000038;1769;304;37;66,61863708;805;121;753;145;7,125;31,8080349;573,8444824;32,70000076;10,30000019;22,40000153;27,75;16,54999924
N;112,5077967;-7,86746167;20,07500076;20,5;19,31666756;3315;511;51;63,28508759;1433;219;1076;232;8,883333206;81,49847412;51,80820465;25,29999924;14,39999962;10,89999962;20,18333435;19,43333244
N;112,510017;-7,451937685;26,89166641;27,56666756;26,33333206;1667;338;7;90,20222473;947;41;169;60;9,300000191;79,48717499;53,88682938;32,90000153;21,20000076;11,70000076;26,60000038;26,5
N;112,5240784;37,86449814;10,16250038;22,61666679;-3,566666603;423;107;2;103,3863983;265;8;265;8;12,9416666;31,26006317;1062,869507;29,39999962;-12;41,40000153;22,61666679;-3,566666603
N;112,5345057;23,19887578;20,77083397;27,10000038;13,0666666;1808;311;38;66,60813904;822;122;767;155;7,058333397;30,95760155;580,4874878;31,20000076;8,399999619;22,80000114;26,18333435;14,73333359
N;112,558689;21,825135;23,01666641;28,51666641;16,28333282;2177;359;28;74,39445496;982;100;974;108;6,233333111;31,32328224;504,539978;31,79999924;11,89999962;19,89999962;27,75;17,81666756
N;112,6601;-7,984858333;23,87083244;24,29999924;23,08333397;2335;372;26;64,41582489;1049;146;728;168;9,391666412;81,66666412;53,65963364;29,29999924;17,79999924;11,5;24,11666679;23,20000076
N;112,7891159;-7,235833167;27,92499924;28,58333397;27,46666718;1638;303;12;77,44903564;827;61;189;100;9,600000381;82,05127716;50,38489151;33,90000153;22,20000076;11,70000076;27,58333397;27,63333321
N;112,9745783;35,54927833;11,61250019;23,25;-1,083333373;600;152;5;93,00816345;352;19;344;19;11,77499962;31,31648827;981,9464111;29,10000038;-8,5;37,59999847;21,71666718;-1,083333373
N;113,0148087;29,0142498;17,39166641;27,85000038;6,516666889;1326;209;44;49,20118713;574;169;431;172;7,483333588;23,98504448;865,5787354;32,79999924;1,600000024;31,19999886;21,68333435;8,449999809
N;113,050972;23,479892;21,65833282;28,33333397;13,63333321;1709;285;34;65,09226227;769;117;712;158;7,816666603;32,3002739;606,4907837;32,79999924;8,600000381;24,19999886;27,26666641;15,35000038
N;113,0858917;28,81716537;17,60833359;28,01666641;6,716666698;1352;211;46;48,90323639;586;178;430;183;7,716666698;24,4973526;864,3779297;33,20000076;1,700000048;31,5;21,93333244;8,666666985
N;113,19651;23,16700815;22,22500038;28,5;14,58333397;1681;274;36;65,30309296;767;118;718;147;7,433333397;32,31884003;576,6025391;32,70000076;9,699999809;23;27,53333282;16,25
N;113,2186017;23,5690802;20,53333282;27,16666603;12,53333378;1738;289;34;65,55125427;788;115;719;164;7,450000286;31,30252266;603,1143799;31,39999962;7,599999905;23,79999924;23,81666756;14,23333359
N;113,273194;22,815548;22,25833321;28,35000038;14,85000038;1806;290;37;68,36790466;835;119;812;139;6,616666794;30,35168457;559,8410034;32,09999847;10,30000019;21,79999924;27,36666679;16,51666641
N;113,285553;23,11843681;22,32083321;28,51666641;14,75;1720;274;41;64,38460541;784;132;742;161;7,275000095;32,19026566;571,5944824;32,5;9,899999619;22,60000038;27,54999924;16,43333435
N;113,3057332;22,9105226;21,94583321;28,13333321;14,4333334;1766;282;36;67,49698639;813;117;786;141;6,908333302;30,97907257;567,1157227;32;9,699999809;22,29999924;27,14999962;16,11666679
N;113,3269226;23,26770045;21,91666603;28,33333397;14,15000057;1695;275;34;65,67584229;773;117;730;151;7,599999905;32,3404274;586,4195557;32,59999847;9,100000381;23,49999809;27,33333206;15,8166666
N;113,3616476;23,17661318;22,06666565;28,36666679;14,39999962;1666;269;34;65,40196228;760;117;716;147;7,600000381;32,61803055;578,6635132;32,59999847;9,300000191;23,29999924;27,39999962;16,04999924
N;113,37978;22,31659606;21,46249962;27,28333282;14,4333334;2009;331;33;73,00196838;931;107;929;122;5,958333015;29,35139465;532,7208252;30,60000038;10,30000019;20,29999924;26,39999962;16,04999924
N;113,386172;23,051732;22,16250038;28,36666679;14,61666679;1710;276;36;66,57315826;787;117;756;144;7,241666794;31,90161324;569,7612305;32,40000153;9,699999809;22,70000076;27,36666679;16,31666756
N;113,3865841;22,05692022;22,32500076;28,03333282;15,3166666;2052;345;28;75,05631256;959;97;959;110;5,566666603;28,2571907;527,8494263;31,10000038;11,39999962;19,70000076;28,03333282;16,96666718
N;113,413376;22,15399576;22,82500076;28,64999962;15,71666718;2019;336;29;74,30661011;942;101;941;113;5,149999619;26,41025543;535,8361816;31,60000038;12,10000038;19,5;27,75;17,53333282
N;113,4235168;22,46556357;21,50833321;27,43333435;14,3166666;1955;318;34;72,62114716;915;108;915;123;6,050000191;29,08654022;543,0713501;30,79999924;10;20,79999924;27,43333435;15,96666622
N;113,533312;35,588502;10,09999943;21,28333282;-1,883333445;645;166;5;95,35043335;383;20;377;20;9,866666794;28,76579094;934,4614258;26,5;-7,800000191;34,29999924;19,88333321;-1,883333445
N;113,5493783;22,20723333;22,78750038;28,53333282;15,8166666;2053;351;30;76,09564209;988;102;988;115;5,491666317;27,8764782;528,8027954;31,70000076;12;19,70000076;28,53333282;17,5
N;113,556564;22,112655;22,41250038;28,14999962;15,4333334;1981;336;27;75,64385223;942;93;942;106;5,208333492;26,98618126;527,4515381;31,20000076;11,89999962;19,30000114;28,14999962;17,14999962
N;113,6046008;22,36492584;22,38333321;28,23333359;15,3166666;1892;315;30;74,56097412;909;98;909;110;5,583333492;27,91666603;536,3908691;31,39999962;11,39999962;20;28,23333359;17,01666641
N;113,6617121;34,78251686;14,98333359;26,68333244;2,400000095;630;158;9;85,87226868;349;31;342;31;10,48333359;29,12037086;980,578064;32,09999847;-3,900000095;36;25,18333244;2,400000095
