status;decimalLongitude;decimalLatitude;wc2.1_30s_bio_1;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9
trans;38,192661;44,589418;11,5625;20,68333244;3,183333397;894;130;56;29,47916031;323;175;188;303;7,608333588;27,76764107;717,7715454;25,89999962;-1,5;27,39999962;4,566666603;20,28333282
trans;38,226882;44,872622;12,02916718;21,98333359;2,599999905;764;105;49;25,97112465;266;155;171;248;9,058333397;29,99448013;790,9587402;28,20000076;-2;30,20000076;4,033333302;21,31666756
trans;38,267278;46,644124;10,47083378;22,75;-1,483333349;542;58;33;19,32611465;163;109;162;140;7,875;23,23008919;992,3146973;28,5;-5,400000095;33,90000153;20,53333282;3,800000191
trans;38,29406;46,253295;10,7541666;22,58333206;-0,866666675;562;60;36;17,39624405;164;113;164;145;6,558333397;20,62368965;959,3829956;27,39999962;-4,400000095;31,79999924;22,58333206;4,366666794
trans;38,380793;44,831715;11,97916698;21,85000038;2,549999952;797;108;51;25,40564728;276;162;180;256;8,891666412;29,63888931;785,9691772;27,89999962;-2,099999905;30;4,016666889;21,16666603
trans;38,388578;44,375703;12,69999981;21,53333282;4,650000095;978;146;57;32,01343918;364;188;198;339;7,049999714;26,80608368;694,4389648;26,39999962;0,100000001;26,29999924;6,016666889;19,06666565
trans;38,52017;44,405443;12,95833302;22;4,533333302;994;144;59;30,19751549;363;195;207;339;7,616666794;27,89987755;714,7944336;27,20000076;-0,100000001;27,30000114;5,950000286;19,61666679
trans;38,652771;46,629573;10,39999962;22,46666718;-1,583333254;562;62;34;19,13638687;171;117;167;143;7,833333492;23,17554283;984,5672607;28,10000038;-5,699999809;33,79999924;20,48333359;4,033333302
trans;38,696353;44,320392;13,14166641;22,16666603;4,700000286;1071;155;63;30,81602097;394;205;222;367;7,683333397;28,24754906;715,0423584;27,5;0,300000012;27,20000076;6,183333397;19,78333282
trans;38,88764;44,193798;13,49166679;22,20000076;5,433333397;1209;175;70;31,52527428;449;223;242;416;7,383333683;28,39743805;690,2530518;27,39999962;1,399999976;26;6,983333111;19,79999924
trans;38,910869;45,051036;11,82083321;22,51666641;1,233333349;729;80;46;17,80874634;218;155;186;198;9,908333778;30,20833397;865,7930298;29,39999962;-3,400000095;32,79999924;2,833333492;17,61666679
trans;38,966464;45,614027;10,50833321;21,76666641;-0,73333329;619;70;37;19,19739151;186;129;173;160;9,699999809;28,44574738;916,0583496;28,60000038;-5,5;34,09999847;19,71666718;4,733333111
trans;38,972942;46,137622;10,5666666;22,36666679;-1,25;581;67;38;19,91076851;179;117;170;148;9,25;26,8895359;963,68927;28,89999962;-5,5;34,40000153;20,36666679;4,416666985
trans;38,999524;45,795473;10,47083378;21,89999962;-1;603;69;38;19,60289383;183;125;171;156;9,675000191;28,28947258;933,7593994;28,70000076;-5,5;34,20000076;19,83333397;4,566666603
trans;39,028106;44,973613;11,72916698;22,18333244;1,233333349;756;85;50;17,95175743;234;161;187;211;9,691666603;30,0983429;851,0112915;28,70000076;-3,5;32,20000076;2,849999905;21,21666718
trans;39,037864;47,276365;9,966666222;22,39999962;-2,600000143;561;64;29;21,58232307;174;117;167;141;7,933333397;22,66666794;1023,972473;28,29999924;-6,699999809;35;20,46666718;-1,600000024
trans;39,159564;44,138675;13,21249962;22,04999924;4,716666698;1401;201;79;31,6317749;519;250;273;478;7,741666794;29,10400963;708,6129761;27,5;0,899999976;26,60000038;6,316666603;19,78333282
trans;39,188999;44,883249;11,74166679;22,21666718;1,149999976;847;98;56;18,93502808;271;178;202;246;9,816666603;30,20512772;856,5253296;28,89999962;-3,599999905;32,5;2,833333254;21,35000038
trans;39,19898;44,002805;13,67916679;22,08333397;5,766666889;1444;205;79;31,58243752;532;253;280;488;7,491666794;29,49475098;672,1994019;27,39999962;2;25,39999962;7,366666794;19,78333282
trans;39,256894;45,299092;11,07083321;22,03333282;-0,116666675;703;76;45;17,84020615;204;149;186;183;10,24166679;30,2114048;901,2578735;29;-4,900000095;33,90000153;1,600000024;5,533333302
trans;39,313237;43,931599;13,6916666;21,93333244;5,916666985;1499;208;85;30,67889977;550;268;293;499;7,366666794;29,58500671;662,0073853;27,10000038;2,200000048;24,89999962;7,516666889;19,66666603
trans;39,411706;43,856417;13,75;21,86666679;6,066666603;1529;207;86;29,77403259;555;275;303;500;7,433333397;30,2168026;652,5056763;26,89999962;2,299999952;24,60000038;7,699999809;19,63333321
trans;39,44312;45,283122;11,10416698;22,08333397;-0,166666582;729;77;46;17,8488636;216;153;191;193;10,39166641;30,4740963;906,1418457;29,20000076;-4,900000095;34,10000229;1,600000024;5,533333302
trans;39,506454;43,77388;14,03333378;22,04999924;6,433333397;1546;203;87;28,69671822;554;281;311;494;7,516666412;30,68027115;645,2072754;27,10000038;2,599999905;24,5;8,033332825;19,83333397
trans;39,590693;45,670552;10,73750019;22,10000038;-0,866666734;651;75;41;19,60235786;197;133;183;165;10,125;29,1786747;935,2542725;29,29999924;-5,400000095;34,70000076;20,06666565;4,916666508
trans;39,603679;43,688237;14,09166622;21,96666718;6,650000095;1580;202;90;27,56500053;557;292;322;495;7,400000095;30,70539474;634,1989746;26,89999962;2,799999952;24,10000038;8,233333588;19,76666641
trans;39,621707;47,27949;9,762499809;22,23333359;-2,883333206;587;65;30;20,98440742;178;119;166;153;8,975000381;24,86149597;1027,114502;29;-7,099999905;36,09999847;20,38333321;16,28333282
trans;39,642761;47,182022;10,07916641;22,35000038;-2,333333254;576;65;31;21,1551609;175;116;162;150;8,425000191;23,86685562;1008,661255;28,79999924;-6,5;35,29999924;20,56666565;16,41666603
trans;39,655154;46,561788;10,33749962;22,38333321;-1,883333445;591;67;35;20,94285011;184;121;170;149;9,725000381;27,16480446;991,5807495;29,5;-6,300000191;35,79999924;20,60000038;16,58333397
trans;39,662933;45,220172;10,9958334;21,85000038;-0,183333352;774;82;50;17,41334343;229;162;204;204;9,824999809;29,3283577;896,0784912;28,70000076;-4,800000191;33,5;1,599999905;5,483333111
trans;39,743782;43,580786;14,09583378;22,11666679;6,5;1614;199;95;26,24670219;559;304;336;490;7,841666698;31,7476387;643,0554199;27,10000038;2,400000095;24,70000076;8,016666412;16,51666641
trans;39,747719;47,24604;9,883333206;22,35000038;-2,650000095;601;67;31;21,28870201;184;120;170;155;8,75;24,37325859;1022,422119;29,10000038;-6,800000191;35,90000153;20,56666565;16,23333359
trans;39,862083;43,512547;13,30000019;21,43333435;5,233333111;1611;196;97;25,64772606;552;306;333;483;7,466666698;29,62962914;659,2040405;26,10000038;0,899999976;25,20000076;6,683333397;19,43333435
trans;39,870005;45,786118;10,5583334;22,03333282;-1,166666627;635;75;38;20,99052429;198;127;182;156;10,10000038;28,8571434;945,0657349;29,39999962;-5,599999905;35;20,01666641;4,699999809
trans;39,916898;45,215063;11,11666679;22,04999924;-0,233333349;759;81;49;17,18001175;223;156;203;198;10,16666603;29,72709465;907,3796997;29,29999924;-4,900000095;34,20000076;1,583333254;5,566666603
trans;39,995898;43,52;12,67083359;20,98333359;4,366666794;1643;197;107;23,95735168;553;324;339;480;8,241666794;31,21843529;673,9856567;26,20000076;-0,200000003;26,40000153;5,800000191;19,01666641
trans;40,118492;43,372552;11,96250057;20,06666756;3,950000048;1673;201;108;24,41552544;565;330;336;484;8,508333206;32,59897995;657,3400879;25,5;-0,600000024;26,10000038;8,783333778;18,06666756
trans;40,341913;43,158972;13,42916679;21,60000038;5,566666603;1586;194;100;25,06755829;536;306;321;467;7,841666698;30,99473;653,6869507;26,5;1,200000048;25,29999924;10,30000019;19,5
trans;40,361007;41,003249;13,8166666;21,41666603;6,566666603;1641;223;77;35,06246948;604;262;320;385;7,216666698;30,84045792;618,6728516;25,79999924;2,400000095;23,39999962;11,6833334;15,63333321
trans;40,411282;46,674324;9,795833588;21,76666641;-2,616666555;586;67;35;21,19941902;184;118;171;142;9,791666985;27,42763901;997,9147339;28,79999924;-6,900000095;35,70000076;20,18333244;-1,449999928
trans;40,514906;43,145494;13,22916698;21,43333244;5,266666889;1563;189;97;23,46352959;520;308;318;453;8,308333397;32,20284271;657,9598389;26,39999962;0,600000024;25,79999924;10,05000019;19,36666679
trans;40,66813;47,557652;9,3125;21,63333321;-3,283333302;516;56;30;20,46602058;159;102;150;125;9,058333397;25,23212624;1022,648376;28,60000038;-7,300000191;35,90000153;19,86666679;-2,116666794
trans;40,8027;43,092545;12,6208334;20,66666603;4,75;1552;182;97;19,83405495;497;326;326;432;8,641666412;33,49483109;650,2043457;25,79999924;0;25,79999924;9,550000191;20,66666603
trans;40,811172;47,515838;9,337499619;21,64999962;-3,200000048;516;57;31;20,1655426;160;103;150;124;9,141666412;25,18365479;1020,610596;28,89999962;-7,400000095;36,29999924;19,88333321;-2,049999952
trans;40,825698;45,433435;10,60416698;21,73333359;-1,016666651;614;78;33;23,51781845;203;113;191;129;9,875;28,7063942;925,4567871;28,70000076;-5,699999809;34,40000153;19,79999924;0,26666674
trans;41,014741;43,006145;13,76249981;21,96666718;5,916666985;1497;178;91;19,32831001;469;315;315;424;8,708333969;33,75323105;656,298584;27;1,200000048;25,79999924;10,64999962;21,96666718
trans;41,06457;45,112567;10,83749962;21,73333359;-0,566666663;614;81;30;27,53541374;212;103;198;115;10,1916666;29,5410614;905,8123779;29,10000038;-5,400000095;34,5;19,83333397;0,766666651
trans;41,167404;43,036827;11,64583302;19,66666603;3,666666746;1547;162;100;13,37822533;453;345;363;392;9,191666603;34,81691742;656,7670898;25,10000038;-1,299999952;26,39999962;8,666666985;4,150000095
trans;41,485406;45,279786;10,80416679;21,98333359;-0,633333325;547;77;26;30,25453949;193;88;183;99;9,925000191;28,76811409;921,0529175;29,20000076;-5,300000191;34,5;19,95000076;0,5
trans;41,486932;42,718991;13,84166622;21,93333435;5,933333397;1503;147;107;10,38870811;414;338;387;378;9,016666412;34,28390503;657,4946899;27;0,699999988;26,29999924;10,63333321;9,116666794
trans;41,55668;46,463551;10,02916718;22,29999924;-2,400000095;517;65;29;24,2676506;172;95;161;113;9,291666985;25,66758919;1008,904602;29,5;-6,699999809;36,20000076;20,35000038;-1,299999952
trans;41,5709;41,560564;14,42083359;21,51666641;7,666666985;2175;263;87;34,38660431;776;326;460;512;7,041666985;32,30122375;574,6281738;25,70000076;3,900000095;21,80000114;12,60000038;12,25
trans;41,643766;41,646139;14,64999962;22,08333397;7,716666698;2310;279;90;33,85021973;814;343;503;545;7,516666889;32,96783829;597,5061646;26,5;3,700000048;22,79999924;12,58333302;12,5
trans;41,767237;41,92688;13,98333359;21,66666603;6,650000095;2109;232;81;29,42020798;685;323;516;586;8,283333778;34,95077133;621,0194702;26,20000076;2,5;23,70000076;11,39999962;12,08333397
trans;41,77856;41,686698;12,89166641;20,18333244;5,516666889;2033;250;91;29,99243164;700;327;445;605;7,866666794;33,61823273;608,0065308;25;1,600000024;23,39999962;10,58333302;11,28333378
trans;41,783475;45,62967;10,57499981;22,29999924;-1,233333349;501;68;24;28,80700493;174;81;169;93;9,816666603;27,5749073;960,4295654;29,79999924;-5,800000191;35,59999847;20,03333282;-0,166666672
trans;41,805991;45,211549;10,34583282;21,60000038;-1,099999905;530;77;24;32,97242355;192;81;182;90;9,658332825;28,07654953;925,3217163;28,70000076;-5,699999809;34,40000153;19,54999924;-0,049999993
trans;41,853848;41,495193;11,9375;19,48333359;3,733333349;1542;199;80;28,92404747;533;271;318;485;8,308333397;32,96957779;648,5162354;24,79999924;-0,400000006;25,19999886;9,199999809;10,94999981
trans;41,882861;41,956676;13,96249962;21,61666679;6,400000095;2070;235;83;28,63288498;675;322;499;584;8,641666412;35,70936584;626,0268555;26,29999924;2,099999905;24,19999886;11,26666641;12,39999962
trans;42,031215;45,144946;9,683333397;21,08333397;-1,883333206;531;79;24;35,20969009;196;77;184;86;9,216667175;27,02834892;936,5952148;27,89999962;-6,199999809;34,09999847;19;-0,899999917
trans;42,150189;42,511271;13,21666622;21,14999962;4,983333111;1826;181;120;11,35216618;503;393;503;468;9,850000381;36,89138412;662,3900757;26,70000076;0;26,70000076;21,14999962;12,34999943
trans;42,194795;41,632293;11,89166641;19,86666679;3,233333349;1441;195;81;29,81792831;509;266;285;476;9,083333015;33,76704025;683,1671753;25,89999962;-1;26,89999962;5,050000191;10,98333359
trans;42,210333;47,706618;9,362500191;22,39999962;-3,799999952;457;49;29;18,17297173;137;91;128;111;8,458333015;23,04722977;1072,579956;29;-7,699999809;36,70000076;20,43333435;2,200000048
trans;42,225953;47,500625;9,116666794;22,26666641;-4,083333492;448;50;27;18,59103012;136;89;128;108;9,333333015;24,69135857;1076,885986;29,60000038;-8,199999809;37,79999924;20,25;2,099999905
trans;42,377816;42,405501;13,5583334;21,56666565;5,166666508;1730;181;107;13,14541054;491;359;454;468;10;36,76470566;672,041748;27,29999924;0,100000001;27,19999886;10,41666698;12,69999981
trans;42,834627;42,063467;13,67083359;21,88333321;5,033333302;1361;175;82;25,18367577;455;263;279;446;9,341666222;33,96969604;688,5275879;28,29999924;0,800000012;27,5;6,816666603;21,78333282
trans;42,948656;45,044245;9,570833206;21,28333282;-2,183333397;463;72;20;39,87853622;178;66;172;69;9,841666222;27,88007545;956,0535889;29;-6,300000191;35,29999924;19,20000076;-1,149999976
trans;43,034394;44,058564;8,633333206;19,54999924;-2,566666603;565;90;20;48,38903046;236;68;214;68;9,783332825;28,69012642;901,4693604;26,29999924;-7,800000191;34,09999847;17,66666603;-2,566666603
trans;43,425954;44,753441;9,929166794;22,26666641;-2,333333254;459;70;20;38,30331802;175;66;168;69;10,1916666;27,61969185;1000,612183;30,39999962;-6,5;36,90000153;19,91666603;-1,200000048
trans;43,446353;44,883305;9,683333397;22,08333397;-2,533333302;454;69;19;39,28173828;175;64;168;67;10,10000038;27,37127495;1001,313538;30,29999924;-6,599999905;36,89999771;19,66666603;-1,416666627
trans;43,514499;46,107736;10,36250019;23,36666679;-2,583333254;393;55;20;29,82093048;139;68;134;76;10,04166698;26,42543983;1057,785278;31,29999924;-6,699999809;38;21,36666679;-1,433333397
trans;43,619811;46,595114;9,429166794;22,51666641;-3,716666698;393;51;20;27,91324997;136;70;126;82;10,3083334;26,56786919;1069,932983;30,70000076;-8,100000381;38,80000305;20,56666756;-2,650000095
trans;43,78793;44,694447;10,39999962;23,08333397;-2,25;447;67;21;36,95819473;169;68;163;71;10,33333397;27,40937424;1027,541138;31,29999924;-6,400000095;37,70000076;20,73333359;-1
trans;44,191655;43,344037;10,39999962;21,45000076;-0,916666627;618;92;27;40,82432556;245;88;220;88;8,850000381;26,98170662;907,8921509;27,60000038;-5,199999809;32,79999924;19,36666679;-0,916666627
trans;44,193756;44,810188;10,5583334;23,33333206;-2,283333302;400;58;21;33,79219055;148;66;143;71;10,08333302;26,81737709;1039,794189;31,29999924;-6,300000191;37,59999847;21,14999962;-1,033333302
trans;44,27016;46,304126;9,699999809;23,33333397;-3,950000048;354;50;16;28,97346306;125;61;117;65;9,550000191;24,55012894;1111,642944;30,89999962;-8;38,90000153;21,18333435;-2,799999952
trans;44,412295;41,50464;9,895833015;18,98333359;0,816666663;624;99;22;46,15372086;259;79;156;79;10,9416666;34,62552643;751,8294678;26,60000038;-5;31,60000038;13,03333282;0,816666663
trans;44,476625;44,037076;10,3083334;22,75;-2,166666746;443;67;21;38,35870361;173;70;162;70;9,75;26,7857151;1007,938599;30,39999962;-6;36,40000153;20,39999962;-2,166666746
trans;44,496238;40,188676;10,6916666;22;-1,433333278;321;52;12;41,9721756;130;44;71;66;11,73333359;31,28888893;952,1502686;30,5;-7;37,5;15,26666641;21,70000076
trans;44,576621;39,877734;11,70833302;23,20000076;-0,783333302;253;42;8;47,5896225;105;26;46;54;11,46666718;30,09623718;970,37677;31,20000076;-6,900000095;38,10000229;16,41666603;22,88333321
trans;44,605955;43,76708;10,55000019;23,04999924;-2,083333492;471;71;23;36,26934814;180;76;170;76;9,916666985;26,72956085;1016,629883;30,79999924;-6,300000191;37,09999847;20,70000076;-0,633333445
trans;44,76623;41,806566;12,5;22,46666718;2,400000095;539;82;22;41,12802505;214;78;172;78;9,850000381;31,26984215;821,5202026;29,39999962;-2,099999905;31,5;16,41666603;2,400000095
